Compounds,delta_S,r,delta_r,mass,delta_mass,specific,delta_specific,vaporization,delta_vaporization,fusion,delta_fusion,electronegativity,delta_electronegativity,density_re,delta_density_re,modulus_re,delta_modulus_re,Tm_re,delta_Tm_re,energy,delta_energy,formation,delta_formation,enthalpy,delta_enthalpy,lambda,delta_lambda,modulus_reo,delta_modulus_reo,Tm_reo,delta_Tm_reo,density_reo,delta_density_reo,CFS,delta_CFS
Yb0.2Tm0.3Y0.9Gd0.6Si1O5,10.05240,0.27619,0.31755,35.96745,50.58672,150.12500,205.55385,123.87500,131.83361,9.13000,14.61974,0.53913,0.58585,1.90068,2.46505,22.42500,28.81309,525.31000,546.86093,2.56793,2.68106,-601.80000,684.35504,-569.75000,649.06136,0.32225,0.37019,48.43750,63.76815,816.15000,856.86680,2.00237,2.48595,4.04329,7.41228
Yb0.2Tm0.3Y1.0Gd0.5Si2O7,9.37127,0.23688,0.29253,28.09002,44.91733,174.25455,231.92153,123.40909,134.30225,11.21636,16.65710,0.56500,0.63196,1.56295,2.19069,25.42727,32.42455,512.52545,548.66758,2.60926,2.81579,-519.64545,631.60465,-491.50000,599.01161,0.27636,0.33881,38.81818,58.88330,749.20000,817.93553,1.67536,2.23773,5.21597,8.46144
Yb0.2Tm0.3Y1.0Gd0.5Si1O5,9.99550,0.27571,0.31684,35.11315,49.47122,150.85000,205.64010,124.81250,132.82856,9.14750,14.61477,0.53937,0.58599,1.85781,2.40996,22.46250,28.81703,527.97250,549.59860,2.56877,2.68169,-600.65000,682.71971,-568.81250,647.72765,0.32000,0.36673,48.75000,64.22489,816.02500,856.70794,1.97238,2.44972,4.04696,7.41078
Yb0.2Tm0.3Y1.1Gd0.4Si2O7,9.30710,0.23654,0.29190,27.46871,43.83051,174.78182,231.88384,124.09091,135.01112,11.22909,16.65124,0.56518,0.63204,1.53178,2.13806,25.45455,32.42276,514.46182,550.70804,2.60987,2.81620,-518.80909,630.14721,-490.81818,597.82235,0.27473,0.33571,39.04545,59.30173,749.10909,817.80336,1.65355,2.20347,5.21865,8.45987
Yb0.2Tm0.3Y1.1Gd0.4Si1O5,9.90727,0.27524,0.31614,34.25885,48.30544,151.57500,205.72216,125.75000,133.80545,9.16500,14.60977,0.53962,0.58614,1.81495,2.35231,22.50000,28.82089,530.63500,552.30184,2.56961,2.68232,-599.50000,681.07730,-567.87500,646.38899,0.31775,0.36320,49.06250,64.67595,815.90000,856.54903,1.94238,2.41234,4.05064,7.40928
Yb0.2Tm0.3Y1.2Gd0.3Si2O7,9.21695,0.23619,0.29127,26.84740,42.70125,175.30909,231.84419,124.77273,135.71069,11.24182,16.64536,0.56536,0.63212,1.50061,2.08333,25.48182,32.42093,516.39818,552.72987,2.61048,2.81662,-517.97273,628.68458,-490.13636,596.62945,0.27309,0.33257,39.27273,59.71581,749.01818,817.67115,1.63173,2.16832,5.22132,8.45829
Yb0.2Tm0.3Y1.2Gd0.3Si1O5,9.78332,0.27476,0.31543,33.40455,47.08564,152.30000,205.80003,126.68750,134.76466,9.18250,14.60473,0.53988,0.58628,1.77209,2.29192,22.53750,28.82467,533.29750,554.97116,2.57045,2.68295,-598.35000,679.42775,-566.93750,645.04533,0.31550,0.35962,49.37500,65.12145,815.77500,856.39005,1.91237,2.37375,4.05431,7.40778
Yb0.2Tm0.3Y1.3Gd0.2Si2O7,9.09482,0.23585,0.29064,26.22609,41.52610,175.83636,231.80256,125.45455,136.40109,11.25455,16.63947,0.56555,0.63221,1.46944,2.02634,25.50909,32.41906,518.33455,554.73326,2.61109,2.81703,-517.13636,627.21671,-489.45455,595.43288,0.27145,0.32938,39.50000,60.12563,748.92727,817.53890,1.60991,2.13222,5.22399,8.45671
Yb0.2Tm0.3Y1.3Gd0.2Si1O5,9.61539,0.27429,0.31471,32.55025,45.80750,153.02500,205.87373,127.62500,135.70656,9.20000,14.59965,0.54012,0.58642,1.72922,2.22855,22.57500,28.82838,535.96000,557.60705,2.57129,2.68358,-597.20000,677.77101,-566.00000,643.69665,0.31325,0.35598,49.68750,65.56150,815.65000,856.23101,1.88238,2.33390,4.05799,7.40628
Yb0.2Tm0.3Y1.4Gd0.1Si2O7,8.92732,0.23550,0.29000,25.60478,40.30104,176.36364,231.75897,126.13636,137.08246,11.26727,16.63356,0.56573,0.63229,1.43826,1.96690,25.53636,32.41716,520.27091,556.71843,2.61170,2.81745,-516.30000,625.74356,-488.77273,594.23262,0.26982,0.32615,39.72727,60.53128,748.83636,817.40661,1.58809,2.09513,5.22666,8.45514
Yb0.2Tm0.3Y1.4Gd0.1Si1O5,9.38507,0.27381,0.31400,31.69595,44.46600,153.75000,205.94325,128.56250,136.63152,9.21750,14.59454,0.54038,0.58656,1.68636,2.16194,22.61250,28.83200,538.62250,560.20997,2.57213,2.68420,-596.05000,676.10704,-565.06250,642.34291,0.31100,0.35227,50.00000,65.99621,815.52500,856.07192,1.85238,2.29272,4.06166,7.40477
Yb0.2Tm0.4Y0.1Gd1.3Si2O7,9.02959,0.23944,0.29714,33.78802,53.40143,168.78182,232.41267,116.77273,127.13945,11.16364,16.69117,0.56382,0.63143,1.85641,2.61736,25.24545,32.43946,497.20727,531.88152,2.60407,2.81225,-527.63636,645.32550,-498.13636,610.45419,0.28945,0.36223,36.95455,55.26713,750.00000,819.09694,1.88255,2.53244,5.19638,8.47297
Yb0.2Tm0.4Y0.1Gd1.3Si1O5,9.52569,0.27922,0.32202,42.94790,58.25658,143.32500,204.87706,115.68750,122.67168,9.07500,14.65080,0.53775,0.58508,2.26131,2.86104,22.21250,28.79532,506.91000,527.00830,2.56164,2.67632,-611.63750,698.12723,-577.93750,660.57037,0.33800,0.39304,46.18750,60.28971,817.12500,858.10375,2.25725,2.76309,4.02003,7.42175
Yb0.2Tm0.4Y0.2Gd1.2Si2O7,9.19127,0.23909,0.29652,33.16671,52.60082,169.30909,232.39539,117.45455,127.94592,11.17636,16.68539,0.56400,0.63152,1.82524,2.57928,25.27273,32.43792,499.14364,534.07701,2.60468,2.81267,-526.80000,643.91611,-497.45455,609.29942,0.28782,0.35943,37.18182,55.72516,749.90909,818.96510,1.86073,2.50518,5.19905,8.47141
Yb0.2Tm0.4Y0.2Gd1.2Si1O5,9.74801,0.27875,0.32133,42.09360,57.45951,144.05000,205.00267,116.62500,123.84109,9.09250,14.64595,0.53800,0.58523,2.21845,2.82263,22.25000,28.79971,509.57250,529.99879,2.56248,2.67696,-610.48750,696.55062,-577.00000,659.27887,0.33575,0.38992,46.50000,60.79140,817.00000,857.94535,2.22725,2.73509,4.02370,7.42028
Yb0.2Tm0.4Y0.3Gd1.1Si2O7,9.30710,0.23875,0.29591,32.54540,51.77563,169.83636,232.37614,118.13636,128.74142,11.18909,16.67960,0.56418,0.63160,1.79406,2.54000,25.30000,32.43634,501.08000,536.25207,2.60529,2.81308,-525.96364,642.50184,-496.77273,608.14120,0.28618,0.35659,37.40909,56.17795,749.81818,818.83322,1.83891,2.47730,5.20173,8.46985
Yb0.2Tm0.4Y0.3Gd1.1Si1O5,9.90727,0.27828,0.32064,41.23930,56.63030,144.77500,205.12405,117.56250,124.98813,9.11000,14.64106,0.53825,0.58537,2.17559,2.78261,22.28750,28.80403,512.23500,532.95088,2.56332,2.67759,-609.33750,694.96735,-576.06250,657.98266,0.33350,0.38676,46.81250,61.28639,816.87500,857.78689,2.19725,2.70625,4.02738,7.41880
Yb0.2Tm0.4Y0.4Gd1.0Si2O7,9.39036,0.23840,0.29529,31.92409,50.92467,170.36364,232.35493,118.81818,129.52617,11.20182,16.67378,0.56436,0.63168,1.76289,2.49947,25.32727,32.43473,503.01636,538.40695,2.60590,2.81350,-525.12727,641.08267,-496.09091,606.97952,0.28455,0.35372,37.63636,56.62562,749.72727,818.70131,1.81709,2.44879,5.20440,8.46828
Yb0.2Tm0.4Y0.4Gd1.0Si1O5,10.02176,0.27780,0.31995,40.38500,55.76749,145.50000,205.24118,118.50000,126.11342,9.12750,14.63614,0.53850,0.58551,2.13272,2.74093,22.32500,28.80826,514.89750,535.86521,2.56416,2.67822,-608.18750,693.37736,-575.12500,656.68172,0.33125,0.38355,47.12500,61.77484,816.75000,857.62838,2.16725,2.67656,4.03105,7.41732
Yb0.2Tm0.4Y0.5Gd0.9Si2O7,9.44696,0.23805,0.29467,31.30278,50.04663,170.89091,232.33177,119.50000,130.30035,11.21455,16.66795,0.56455,0.63176,1.73172,2.45762,25.35455,32.43307,504.95273,540.54189,2.60651,2.81392,-524.29091,639.65856,-495.40909,605.81436,0.28291,0.35082,37.86364,57.06831,749.63636,818.56935,1.79527,2.41962,5.20707,8.46672
Yb0.2Tm0.4Y0.5Gd0.9Si1O5,10.09958,0.27732,0.31925,39.53070,54.86952,146.22500,205.35410,119.43750,127.21752,9.14500,14.63118,0.53875,0.58565,2.08986,2.69749,22.36250,28.81241,517.56000,538.74239,2.56499,2.67886,-607.03750,691.78062,-574.18750,655.37602,0.32900,0.38028,47.43750,62.25691,816.62500,857.46980,2.13725,2.64598,4.03472,7.41583
Yb0.2Tm0.4Y0.6Gd0.8Si2O7,9.47992,0.23771,0.29405,30.68147,49.14005,171.41818,232.30664,120.18182,131.06416,11.22727,16.66210,0.56473,0.63185,1.70055,2.41439,25.38182,32.43138,506.88909,542.65713,2.60713,2.81433,-523.45455,638.22948,-494.72727,604.64570,0.28127,0.34787,38.09091,57.50612,749.54545,818.43736,1.77345,2.38977,5.20975,8.46515
Yb0.2Tm0.4Y0.6Gd0.8Si1O5,10.14491,0.27685,0.31855,38.67640,53.93462,146.95000,205.46279,120.37500,128.30100,9.16250,14.62618,0.53900,0.58580,2.04700,2.65222,22.40000,28.81649,520.22250,541.58303,2.56584,2.67949,-605.88750,690.17706,-573.25000,654.06552,0.32675,0.37697,47.75000,62.73275,816.50000,857.31117,2.10725,2.61449,4.03840,7.41434
Yb0.2Tm0.4Y0.7Gd0.7Si2O7,9.49076,0.23736,0.29342,30.06016,48.20333,171.94545,232.27955,120.86364,131.81777,11.24000,16.65623,0.56491,0.63193,1.66937,2.36970,25.40909,32.42965,508.82545,544.75289,2.60774,2.81475,-522.61818,636.79539,-494.04545,603.47351,0.27964,0.34489,38.31818,57.93916,749.45455,818.30533,1.75164,2.35921,5.21242,8.46358
Yb0.2Tm0.4Y0.7Gd0.7Si1O5,10.15980,0.27637,0.31785,37.82210,52.96084,147.67500,205.56727,121.31250,129.36436,9.18000,14.62115,0.53925,0.58594,2.00414,2.60501,22.43750,28.82048,522.88500,544.38768,2.56668,2.68012,-604.73750,688.56665,-572.31250,652.75021,0.32450,0.37361,48.06250,63.20250,816.37500,857.15248,2.07725,2.58204,4.04208,7.41285
Yb0.2Tm0.4Y0.8Gd0.6Si2O7,9.47992,0.23702,0.29280,29.43885,47.23467,172.47273,232.25050,121.54545,132.56136,11.25273,16.65034,0.56509,0.63201,1.63820,2.32347,25.43636,32.42789,510.76182,546.82939,2.60835,2.81516,-521.78182,635.35627,-493.36364,602.29778,0.27800,0.34187,38.54545,58.36754,749.36364,818.17326,1.72982,2.32791,5.21509,8.46201
Yb0.2Tm0.4Y0.8Gd0.6Si1O5,10.14491,0.27590,0.31715,36.96780,51.94598,148.40000,205.66755,122.25000,130.40810,9.19750,14.61609,0.53950,0.58608,1.96128,2.55577,22.47500,28.82440,525.54750,547.15690,2.56752,2.68075,-603.58750,686.94933,-571.37500,651.43005,0.32225,0.37019,48.37500,63.66629,816.25000,856.99373,2.04725,2.54861,4.04575,7.41136
Yb0.2Tm0.4Y0.9Gd0.5Si2O7,9.44696,0.23667,0.29217,28.81755,46.23206,173.00000,232.21949,122.22727,133.29509,11.26545,16.64444,0.56527,0.63209,1.60703,2.27560,25.46364,32.42608,512.69818,548.88686,2.60896,2.81558,-520.94545,633.91207,-492.68182,601.11849,0.27636,0.33881,38.77273,58.79136,749.27273,818.04115,1.70800,2.29585,5.21776,8.46044
Yb0.2Tm0.4Y0.9Gd0.5Si1O5,10.09958,0.27542,0.31644,36.11350,50.88761,149.12500,205.76362,123.18750,131.43269,9.21500,14.61099,0.53975,0.58622,1.91841,2.50436,22.51250,28.82823,528.21000,549.89123,2.56836,2.68138,-602.43750,685.32507,-570.43750,650.10502,0.32000,0.36673,48.68750,64.12425,816.12500,856.83492,2.01725,2.51415,4.04942,7.40986
Yb0.2Tm0.4Y1.0Gd0.4Si2O7,9.39036,0.23633,0.29154,28.19624,45.19325,173.52727,232.18651,122.90909,134.01913,11.27818,16.63851,0.56545,0.63218,1.57585,2.22599,25.49091,32.42424,514.63455,550.92552,2.60957,2.81600,-520.10909,632.46276,-492.00000,599.93560,0.27473,0.33571,39.00000,59.21072,749.18182,817.90901,1.68618,2.26299,5.22044,8.45886
Yb0.2Tm0.4Y1.0Gd0.4Si1O5,10.02176,0.27495,0.31573,35.25920,49.78292,149.85000,205.85550,124.12500,132.43857,9.23250,14.60585,0.54000,0.58637,1.87555,2.45066,22.55000,28.83199,530.87250,552.59118,2.56919,2.68201,-601.28750,683.69380,-569.50000,648.77507,0.31775,0.36320,49.00000,64.57651,816.00000,856.67605,1.98725,2.47862,4.05310,7.40836
Yb0.2Tm0.4Y1.1Gd0.3Si2O7,9.30710,0.23598,0.29091,27.57493,44.11568,174.05455,232.15157,123.59091,134.73363,11.29091,16.63257,0.56564,0.63226,1.54468,2.17451,25.51818,32.42236,516.57091,552.94556,2.61018,2.81641,-519.27273,631.00832,-491.31818,598.74911,0.27309,0.33257,39.22727,59.62571,749.09091,817.77683,1.66436,2.22930,5.22311,8.45729
Yb0.2Tm0.4Y1.1Gd0.3Si1O5,9.90727,0.27448,0.31502,34.40490,48.62879,150.57500,205.94320,125.06250,133.42616,9.25000,14.60067,0.54025,0.58651,1.83269,2.39451,22.58750,28.83566,533.53500,555.25726,2.57003,2.68264,-600.13750,682.05547,-568.56250,647.44019,0.31550,0.35962,49.31250,65.02317,815.87500,856.51712,1.95725,2.44198,4.05678,7.40685
Yb0.2Tm0.4Y1.2Gd0.2Si2O7,9.19127,0.23564,0.29028,26.95362,42.99642,174.58182,232.11467,124.27273,135.43875,11.30364,16.62661,0.56582,0.63234,1.51351,2.12103,25.54545,32.42044,518.50727,554.94719,2.61079,2.81683,-518.43636,629.54869,-490.63636,597.55899,0.27145,0.32938,39.45455,60.03643,749.00000,817.64461,1.64255,2.19473,5.22578,8.45571
Yb0.2Tm0.4Y1.2Gd0.2Si1O5,9.74801,0.27400,0.31431,33.55060,47.42158,151.30000,206.02671,126.00000,134.39587,9.26750,14.59546,0.54050,0.58665,1.78982,2.33574,22.62500,28.83926,536.19750,557.88995,2.57088,2.68327,-598.98750,680.41005,-567.62500,646.10034,0.31325,0.35598,49.62500,65.46437,815.75000,856.35813,1.92725,2.40417,4.06045,7.40535
Yb0.2Tm0.4Y1.3Gd0.1Si2O7,9.02959,0.23529,0.28964,26.33231,41.83215,175.10909,232.07579,124.95455,136.13463,11.31636,16.62063,0.56600,0.63242,1.48234,2.06541,25.57273,32.41849,520.44364,556.93061,2.61140,2.81724,-517.60000,628.08385,-489.95455,596.36522,0.26982,0.32615,39.68182,60.44296,748.90909,817.51235,1.62073,2.15925,5.22845,8.45413
Yb0.2Tm0.4Y1.3Gd0.1Si1O5,9.52569,0.27352,0.31359,32.69630,46.15714,152.02500,206.10604,126.93750,135.34808,9.28500,14.59022,0.54075,0.58679,1.74696,2.27413,22.66250,28.84277,538.86000,560.48972,2.57172,2.68389,-597.83750,678.75747,-566.68750,644.75549,0.31100,0.35227,49.93750,65.90021,815.62500,856.19908,1.89725,2.36514,4.06412,7.40384
Yb0.2Tm0.5Y0.1Gd1.2Si2O7,9.10694,0.23888,0.29617,33.89424,53.61526,168.05455,232.64910,116.27273,126.79753,11.22545,16.67295,0.56427,0.63165,1.86931,2.64464,25.30909,32.43973,499.31636,534.30936,2.60438,2.81246,-528.10000,646.15601,-498.63636,611.35200,0.28782,0.35943,37.13636,55.62580,749.98182,819.07049,1.89336,2.55335,5.20085,8.47042
Yb0.2Tm0.5Y0.1Gd1.2Si1O5,9.63206,0.27846,0.32094,43.09395,58.48972,142.32500,205.03363,115.00000,122.16587,9.16000,14.64258,0.53838,0.58546,2.27905,2.89139,22.30000,28.81152,509.81000,530.31562,2.56206,2.67664,-612.27500,699.06356,-578.62500,661.58205,0.33575,0.38992,46.43750,60.68130,817.10000,858.07196,2.27212,2.78628,4.02616,7.41937
Yb0.2Tm0.5Y0.2Gd1.1Si2O7,9.26232,0.23854,0.29556,33.27293,52.81993,168.58182,232.63453,116.95455,127.61053,11.23818,16.66708,0.56445,0.63173,1.83814,2.60721,25.33636,32.43810,501.25273,536.48246,2.60499,2.81288,-527.26364,644.74942,-497.95455,610.19985,0.28618,0.35659,37.36364,56.07970,749.89091,818.93864,1.87155,2.52647,5.20352,8.46885
Yb0.2Tm0.5Y0.2Gd1.1Si1O5,9.84570,0.27799,0.32025,42.23965,57.69939,143.05000,205.16489,115.93750,123.34857,9.17750,14.63756,0.53862,0.58560,2.23619,2.85382,22.33750,28.81573,512.47250,533.26403,2.56290,2.67728,-611.12500,697.49078,-577.68750,660.29411,0.33350,0.38676,46.75000,61.17770,816.97500,857.91355,2.24213,2.75877,4.02984,7.41789
Yb0.2Tm0.5Y0.3Gd1.0Si2O7,9.37127,0.23819,0.29494,32.65162,52.00029,169.10909,232.61800,117.63636,128.41246,11.25091,16.66120,0.56464,0.63182,1.80696,2.56861,25.36364,32.43644,503.18909,538.63540,2.60560,2.81329,-526.42727,643.33797,-497.27273,609.04426,0.28455,0.35372,37.59091,56.52845,749.80000,818.80675,1.84973,2.49898,5.20619,8.46729
Yb0.2Tm0.5Y0.3Gd1.0Si1O5,9.99550,0.27751,0.31955,41.38535,56.87724,143.77500,205.29191,116.87500,124.50856,9.19500,14.63251,0.53888,0.58574,2.19332,2.81469,22.37500,28.81985,515.13500,536.17474,2.56374,2.67791,-609.97500,695.91136,-576.75000,659.00149,0.33125,0.38355,47.06250,61.66753,816.85000,857.75508,2.21212,2.73045,4.03351,7.41640
Yb0.2Tm0.5Y0.4Gd0.9Si2O7,9.44696,0.23785,0.29432,32.03031,51.15518,169.63636,232.59951,118.31818,129.20352,11.26364,16.65530,0.56482,0.63190,1.77579,2.52880,25.39091,32.43473,505.12545,540.76843,2.60621,2.81371,-525.59091,641.92164,-496.59091,607.88523,0.28291,0.35082,37.81818,56.97219,749.70909,818.67483,1.82791,2.47088,5.20886,8.46572
Yb0.2Tm0.5Y0.4Gd0.9Si1O5,10.09958,0.27704,0.31886,40.53105,56.02186,144.50000,205.41469,117.81250,125.64647,9.21250,14.62741,0.53913,0.58588,2.15046,2.77393,22.41250,28.82390,517.79750,539.04837,2.56458,2.67854,-608.82500,694.32525,-575.81250,657.70415,0.32900,0.38028,47.37500,62.15095,816.72500,857.59655,2.18212,2.70129,4.03719,7.41492
Yb0.2Tm0.5Y0.5Gd0.8Si2O7,9.49514,0.23750,0.29369,31.40900,50.28332,170.16364,232.57907,119.00000,129.98392,11.27636,16.64939,0.56500,0.63198,1.74462,2.48771,25.41818,32.43299,507.06182,542.88177,2.60683,2.81413,-524.75455,640.50038,-495.90909,606.72273,0.28127,0.34787,38.04545,57.41102,749.61818,818.54287,1.80609,2.44213,5.21154,8.46415
Yb0.2Tm0.5Y0.5Gd0.8Si1O5,10.16583,0.27656,0.31816,39.67675,55.13171,145.22500,205.53324,118.75000,126.76291,9.23000,14.62229,0.53937,0.58603,2.10760,2.73147,22.45000,28.82787,520.46000,541.88550,2.56542,2.67917,-607.67500,692.73241,-574.87500,656.40208,0.32675,0.37697,47.68750,62.62810,816.60000,857.43797,2.15212,2.67127,4.04086,7.41343
Yb0.2Tm0.5Y0.6Gd0.7Si2O7,9.51863,0.23715,0.29307,30.78769,49.38327,170.69091,232.55667,119.68182,130.75384,11.28909,16.64345,0.56518,0.63206,1.71345,2.44528,25.44545,32.43121,508.99818,544.97566,2.60744,2.81454,-523.91818,639.07418,-495.22727,605.55674,0.27964,0.34489,38.27273,57.84507,749.52727,818.41087,1.78427,2.41272,5.21421,8.46258
Yb0.2Tm0.5Y0.6Gd0.7Si1O5,10.19813,0.27609,0.31746,38.82245,54.20507,145.95000,205.64756,119.68750,127.85843,9.24750,14.61712,0.53962,0.58617,2.06474,2.68723,22.48750,28.83175,523.12250,544.68671,2.56626,2.67981,-606.52500,691.13279,-573.93750,655.09524,0.32450,0.37361,48.00000,63.09913,816.47500,857.27932,2.12212,2.64035,4.04454,7.41193
Yb0.2Tm0.5Y0.7Gd0.6Si2O7,9.51863,0.23681,0.29244,30.16638,48.45348,171.21818,232.53231,120.36364,131.51347,11.30182,16.63750,0.56536,0.63215,1.68227,2.40144,25.47273,32.42940,510.93455,547.05032,2.60805,2.81496,-523.08182,637.64298,-494.54545,604.38724,0.27800,0.34187,38.50000,58.27443,749.43636,818.27883,1.76245,2.38261,5.21688,8.46101
Yb0.2Tm0.5Y0.7Gd0.6Si1O5,10.19813,0.27561,0.31675,37.96815,53.24004,146.67500,205.75768,120.62500,128.93357,9.26500,14.61193,0.53987,0.58631,2.02187,2.64112,22.52500,28.83556,525.78500,547.45254,2.56710,2.68044,-605.37500,689.52633,-573.00000,653.78360,0.32225,0.37019,48.31250,63.56417,816.35000,857.12062,2.09212,2.60850,4.04821,7.41044
Yb0.2Tm0.5Y0.8Gd0.5Si2O7,9.49514,0.23646,0.29181,29.54507,47.49220,171.74545,232.50599,121.04545,132.26298,11.31455,16.63153,0.56555,0.63223,1.65110,2.35611,25.50000,32.42754,512.87091,549.10597,2.60866,2.81537,-522.24545,636.20677,-493.86364,603.21421,0.27636,0.33881,38.72727,58.69921,749.34545,818.14675,1.74064,2.35179,5.21955,8.45943
Yb0.2Tm0.5Y0.8Gd0.5Si1O5,10.16583,0.27514,0.31604,37.11385,52.23450,147.40000,205.86358,121.56250,129.98883,9.28250,14.60669,0.54012,0.58645,1.97901,2.59303,22.56250,28.83929,528.44750,550.18353,2.56794,2.68107,-604.22500,687.91301,-572.06250,652.46714,0.32000,0.36673,48.62500,64.02336,816.22500,856.96185,2.06212,2.57570,4.05189,7.40894
Yb0.2Tm0.5Y0.9Gd0.4Si2O7,9.44696,0.23612,0.29118,28.92376,46.49747,172.27273,232.47771,121.72727,133.00256,11.32727,16.62554,0.56573,0.63231,1.61993,2.30920,25.52727,32.42565,514.80727,551.14282,2.60927,2.81579,-521.40909,634.76551,-493.18182,602.03764,0.27473,0.33571,38.95455,59.11951,749.25455,818.01464,1.71882,2.32023,5.22223,8.45786
Yb0.2Tm0.5Y0.9Gd0.4Si1O5,10.09958,0.27466,0.31533,36.25955,51.18604,148.12500,205.96529,122.50000,131.02469,9.30000,14.60142,0.54038,0.58659,1.93615,2.54287,22.60000,28.84294,531.11000,552.88020,2.56878,2.68170,-603.07500,686.29276,-571.12500,651.14582,0.31775,0.36320,48.93750,64.47681,816.10000,856.80303,2.03213,2.54189,4.05556,7.40743
Yb0.2Tm0.5Y1.0Gd0.3Si2O7,9.37127,0.23577,0.29055,28.30245,45.46709,172.80000,232.44747,122.40909,133.73235,11.34000,16.61953,0.56591,0.63239,1.58875,2.26061,25.55455,32.42372,516.74364,553.16107,2.60988,2.81621,-520.57273,633.31916,-492.50000,600.85749,0.27309,0.33257,39.18182,59.53542,749.16364,817.88249,1.69700,2.28789,5.22490,8.45628
Yb0.2Tm0.5Y1.0Gd0.3Si1O5,9.99550,0.27419,0.31462,35.40525,50.09199,148.85000,206.06280,123.43750,132.04161,9.31750,14.59611,0.54062,0.58674,1.89329,2.49050,22.63750,28.84650,533.77250,555.54304,2.56962,2.68233,-601.92500,684.66553,-570.18750,649.81962,0.31550,0.35962,49.25000,64.92466,815.97500,856.64415,2.00212,2.50705,4.05924,7.40593
Yb0.2Tm0.5Y1.1Gd0.2Si2O7,9.26232,0.23543,0.28991,27.68115,44.39860,173.32727,232.41527,123.09091,134.45253,11.35273,16.61351,0.56609,0.63247,1.55758,2.21024,25.58182,32.42175,518.68000,555.16094,2.61049,2.81662,-519.73636,631.86769,-491.81818,599.67376,0.27145,0.32938,39.40909,59.94704,749.07273,817.75030,1.67518,2.25474,5.22757,8.45470
Yb0.2Tm0.5Y1.1Gd0.2Si1O5,9.84570,0.27371,0.31390,34.55095,48.94929,149.57500,206.15612,124.37500,133.04002,9.33500,14.59077,0.54088,0.58688,1.85042,2.43577,22.67500,28.84999,536.43500,558.17255,2.57046,2.68295,-600.77500,683.03129,-569.25000,648.48850,0.31325,0.35598,49.56250,65.36700,815.85000,856.48521,1.97212,2.47112,4.06291,7.40442
Yb0.2Tm0.5Y1.2Gd0.1Si2O7,9.10694,0.23508,0.28928,27.05984,43.28915,173.85455,232.38110,123.77273,135.16324,11.36545,16.60746,0.56627,0.63255,1.52641,2.15795,25.60909,32.41975,520.61636,557.14262,2.61110,2.81703,-518.90000,630.41106,-491.13636,598.48641,0.26982,0.32615,39.63636,60.35445,748.98182,817.61807,1.65336,2.22074,5.23025,8.45312
Yb0.2Tm0.5Y1.2Gd0.1Si1O5,9.63206,0.27324,0.31318,33.69665,47.75443,150.30000,206.24525,125.31250,134.02034,9.35250,14.58539,0.54113,0.58702,1.80756,2.37854,22.71250,28.85340,539.09750,560.76918,2.57130,2.68358,-599.62500,681.38997,-568.31250,647.15244,0.31100,0.35227,49.87500,65.80397,815.72500,856.32621,1.94212,2.43406,4.06659,7.40290
Yb0.2Tm0.6Y0.1Gd1.1Si2O7,9.16277,0.23833,0.29520,34.00045,53.82789,167.32727,232.88158,115.77273,126.45145,11.28727,16.65433,0.56473,0.63187,1.88221,2.67153,25.37273,32.43980,501.42545,536.71265,2.60469,2.81267,-528.56364,646.98492,-499.13636,612.24784,0.28618,0.35659,37.31818,55.98121,749.96364,819.04403,1.90418,2.57402,5.20531,8.46786
Yb0.2Tm0.6Y0.1Gd1.1Si1O5,9.70882,0.27770,0.31986,43.24000,58.72135,141.32500,205.18217,114.31250,121.65164,9.24500,14.63356,0.53900,0.58583,2.29679,2.92125,22.38750,28.82728,512.71000,533.57683,2.56249,2.67696,-612.91250,699.99770,-579.31250,662.59102,0.33350,0.38676,46.68750,61.06872,817.07500,858.04016,2.28700,2.80915,4.03230,7.41697
Yb0.2Tm0.6Y0.2Gd1.0Si2O7,9.31127,0.23798,0.29458,33.37915,53.03778,167.85455,232.86971,116.45455,127.27104,11.30000,16.64838,0.56491,0.63195,1.85104,2.63473,25.40000,32.43808,503.36182,538.86366,2.60530,2.81309,-527.72727,645.58111,-498.45455,611.09828,0.28455,0.35372,37.54545,56.43105,749.87273,818.91218,1.88236,2.54751,5.20798,8.46629
Yb0.2Tm0.6Y0.2Gd1.0Si1O5,9.91300,0.27722,0.31916,42.38570,57.93768,142.05000,205.31907,115.25000,122.84782,9.26250,14.62837,0.53925,0.58597,2.25392,2.88450,22.42500,28.83130,515.37250,536.48393,2.56333,2.67760,-611.76250,698.42873,-578.37500,661.30663,0.33125,0.38355,47.00000,61.55993,816.95000,857.88174,2.25700,2.78213,4.03598,7.41549
Yb0.2Tm0.6Y0.3Gd0.9Si2O7,9.41264,0.23764,0.29396,32.75784,52.22364,168.38182,232.85589,117.13636,128.07945,11.31273,16.64241,0.56509,0.63203,1.81986,2.59680,25.42727,32.43633,505.29818,540.99477,2.60591,2.81350,-526.89091,644.17247,-497.77273,609.94531,0.28291,0.35082,37.77273,56.87585,749.78182,818.78028,1.86055,2.52040,5.21065,8.46472
